urn;text;company_mention_count;profile_mention_count;hyperlink_count;hyperlink_internal_count;hyperlink_external_count;hashtag_count;detected_language;content_type;share_audience;time_zone_name;time_zone_offset_in_minutes;reaction_count;comment_count;direct_comment_count;share_count;view_count;did_self_like;did_company_like;company_reaction;synchronized_reaction_count;synchronized_comment_count;synchronized_share_count;synchronized_stats_at;reshared_share_urn;post_scheduled_date;post_created_at;post_updated_at;post_published_at;post_deleted_at;impression_count;tags;post_url;image_urls;document_url;posted_by_profile;posted_by_company;posted_in_group;reaction_count_like;reaction_count_interest;reaction_count_praise;reaction_count_empathy;reaction_count_entertainment;reaction_count_appreciation;reaction_count_maybe;text_characters;text_words;text_paragraphs;text_sentences;text_reading_time_ms;text_readability_index
urn:li:share:7195600337410392066;"Arroz por cima do Feijão ou Feijão por cima do Arroz 🤔 

No SQL encontramos o mesmo dilema, mas aqui é com a Virgula.

Eis a pergunta: ""A virgula vai no inicio ou no final da linha do SELECT ?""

Ao trabalhar com SQL perceberá que existem dois tipos de pessoas, aqueles que usam a virgula no inicio da linha (𝙇𝙚𝙖𝙙𝙞𝙣𝙜 𝘾𝙤𝙢𝙢𝙖) ou aqueles que utilizam a virgula ao final da linha (𝙏𝙧𝙖𝙞𝙡𝙞𝙣𝙜 𝘾𝙤𝙢𝙢𝙖).

Não existe resposta correta, cada um usa do seu jeito e tá tudo bem! 

Eu gosto e utilizo 𝙇𝙚𝙖𝙙𝙞𝙣𝙜 𝘾𝙤𝙢𝙢𝙖, sinto que fica mais organizado, pois, sei que aonde tem a virgula sempre indicará a declaração de uma nova coluna. 

Em consultas mais complexas com muitas definições, ter essa virgula na frente facilita a leitura e entendimento do código.

𝘔𝘢𝘴 𝘤𝘰𝘯𝘧𝘦𝘴𝘴𝘰 𝘲𝘶𝘦 𝘴𝘰𝘶 𝘢𝘤𝘰𝘴𝘵𝘶𝘮𝘢𝘥𝘰 𝘢 𝘦𝘴𝘤𝘳𝘦𝘷𝘦𝘳 𝘦𝘮 𝘛𝘳𝘢𝘪𝘭𝘪𝘯𝘨 𝘊𝘰𝘮𝘮𝘢, ainda 𝘦𝘴𝘵𝘰𝘶 𝘮𝘦 𝘢𝘥𝘢𝘱𝘵𝘢𝘯𝘥𝘰 𝘢 𝘤𝘳𝘪𝘢𝘳 𝘰 𝘩á𝘣𝘪𝘵𝘰 𝘥𝘰 𝘓𝘦𝘢𝘥𝘪𝘯𝘨 𝘊𝘰𝘮𝘮𝘢. 😅 

Qual forma você prefere ? 𝙇𝙚𝙖𝙙𝙞𝙣𝙜 𝘾𝙤𝙢𝙢𝙖 ou 𝙏𝙧𝙖𝙞𝙡𝙞𝙣𝙜 𝘾𝙤𝙢𝙢𝙖 ?";0;0;0;0;0;0;pt;Image;public;;;1008;241;;23;;;;;1008;241;23;2025-03-06T21:51:28.467Z;;;2024-05-14T12:00:09.564Z;2024-05-14T12:00:09.564Z;2024-05-14T12:00:09.564Z;;103543;;https://www.linkedin.com/feed/update/urn:li:share:7195600337410392066;https://depository.authoredup.com/images/IMG_NqeQWAfk3tbe2aqVPNBwwhcGrSeEjF;;Thanael Butewicz;;;758;25;6;5;211;3;0;708;167;9;11;40080;6.13
urn:li:share:7195516334972014592;"O que vem antes, o ovo 🥚 ou a galinha 🐔 ? 

E no SQL, qual executa antes o WHERE ou o JOIN ? 

Ao usarmos SQL é importante entendermos o funcionamento das consultas e como podemos otimiza-las.

Nesse contexto um conceito importante é a ordem de execução da consulta.

De modo geral a ordem de execução consistirá em.

FROM -> JOIN -> WHERE -> GROUP BY -> HAVING -> SELECT -> ORDER BY
 
Entender essa ordem poderá lhe auxiliar a melhorar o desempenho de suas consultas, principalmente das mais pesadas.";0;0;0;0;0;0;pt;Image;public;;;95;21;;2;;;;;95;21;2;2025-03-06T21:51:28.676Z;;;2024-05-13T12:00:12.404Z;2024-05-13T12:00:12.404Z;2024-05-13T12:00:12.404Z;;13059;;https://www.linkedin.com/feed/update/urn:li:share:7195516334972014592;https://depository.authoredup.com/images/IMG_NTvo2vQdUjEQefo1CYNugjTu8VjyVi;;Thanael Butewicz;;;76;5;2;1;11;0;0;377;87;7;7;20880;5.19
urn:li:share:7192932544512724992;"Qual a forma mais inteligente de armazenar os dados ? 

Armazenando eles no Data s𝗺𝗮𝗿𝘁....";0;0;0;0;0;0;pt;Image;public;;;61;5;;1;;;;;61;5;1;2025-03-06T21:51:28.403Z;;;2024-05-10T12:00:00.182Z;2024-05-10T12:00:00.182Z;2024-05-10T12:00:00.182Z;;6830;;https://www.linkedin.com/feed/update/urn:li:share:7192932544512724992;https://depository.authoredup.com/images/IMG_phRueRXetpULfRWsaYNARybDK65xCX;;Thanael Butewicz;;;28;2;0;0;31;0;0;69;14;2;2;3360;5.28
urn:li:share:7193773182825193472;"Já conhece o comando 𝗙𝗜𝗟𝗧𝗘𝗥 no PostgreSQL ?

Diga adeus ao 𝚂𝚄𝙼(𝙲𝙰𝚂𝙴) 

Se você trabalha com SQL provavelmente você usa bastante função de agregações como COUNT, SUM entre outras.

Acredito que você já deve ter se deparado com situações onde precisou usar o SUM para somar os registros baseados em uma condição.

É muito comum neste caso usarmos algumas abordagens como:

- Criar uma CTE para trazer somente os registros que precisa.

- Usar um 𝚂𝚄𝙼(𝙲𝙰𝚂𝙴) para trazer esses registros na mesma consulta. 
Exemplo: 𝚂𝚄𝙼(𝙲𝙰𝚂𝙴 𝚆𝙷𝙴𝙽 𝚜𝚝𝚊𝚝𝚞𝚜 = '𝚒𝚗𝚟𝚘𝚒𝚌𝚎𝚍' 𝚃𝙷𝙴𝙽 𝚟𝚊𝚕𝚘𝚛 𝙴𝙽𝙳)

Você também pode ao invés de utilizar um CASE utilizar o 𝗙𝗜𝗟𝗧𝗘𝗥.

Com o 𝗙𝗜𝗟𝗧𝗘𝗥 a consulta fica mais legível e você consegue usar um WHERE na função de agregação.

Exemplo no PostgreSQL:
𝚂𝚄𝙼 (𝚟𝚊𝚕𝚘𝚛) 𝙵𝙸𝙻𝚃𝙴𝚁 (𝚆𝙷𝙴𝚁𝙴 𝚜𝚝𝚊𝚝𝚞𝚜 = '𝚒𝚗𝚟𝚘𝚒𝚌𝚎𝚍')

* Em outros bancos isso pode mudar *

Quer saber mais sobre esse assunto? Acesse: https://lnkd.in/dS8We6BB
 
Qual abordagem você utiliza nesses casos?";0;0;1;0;1;0;pt;Image;public;;;863;70;;19;;;;;863;70;19;2025-03-06T21:51:30.414Z;;;2024-05-09T12:00:10.804Z;2024-05-09T12:00:10.804Z;2024-05-09T12:00:10.804Z;;68035;;https://www.linkedin.com/feed/update/urn:li:share:7193773182825193472;https://depository.authoredup.com/images/IMG_r5RNxEuZqAbZEPKL9vsaUVWo8drn2P;;Thanael Butewicz;;;717;87;17;30;8;4;0;731;160;15;16;38400;5.09
urn:li:share:7193760649431203840;"Aprender Python não precisa ser chato.

Descubra 3 maneiras interessantes de praticar Python.

Segunda-Feira fiz uma postagem igual essa, porém, sobre 𝗦𝗤𝗟 (https://lnkd.in/dYVb2_Pe) e percebendo que pessoal gostou resolvi fazer o mesmo com Python

Muitas vezes quem está iniciando no Python sente dificuldade em encontrar formas de colocar em prática os conhecimentos adquiridos.

Eis algumas formas de deixar mais prático seu aprendizado em Python.

𝗗𝗲𝘀𝗮𝗳𝗶𝗼𝘀: Existem algumas plataformas para você colocar em prática seus conhecimentos enquanto resolve desafios. 
* Alguns possuem desafios comuns em testes técnicos para vagas. *

𝙷𝚊𝚌𝚔𝚎𝚛𝚁𝚊𝚗𝚔: (https://lnkd.in/dguwgv8Z)
𝙳𝚊𝚝𝚊𝙻𝚎𝚖𝚞𝚛: (https://lnkd.in/dSgNr7qH)
𝙻𝚎𝚎𝚝𝙲𝚘𝚍𝚎: (https://lnkd.in/dXNKx6Hc)


𝗣𝗿𝗼𝗷𝗲𝘁𝗼𝘀: Essa é uma das melhores formas de praticar, principalmente fazendo projetos relacionadas a coisas de seu interesse. 

Quando estava iniciando em Python, fiz vários projetos com diversos temas como 𝘞𝘦𝘣 𝘚𝘤𝘳𝘢𝘱𝘱𝘪𝘯𝘨 𝘥𝘦 𝘔𝘢𝘯𝘨á𝘴, 𝘈𝘯á𝘭𝘪𝘴𝘦𝘴 𝘴𝘰𝘣𝘳𝘦 𝘮𝘦𝘶𝘴 𝘩á𝘣𝘪𝘵𝘰𝘴, 𝘌𝘯𝘷𝘪𝘰 𝘥𝘦 𝘦𝘮𝘢𝘪𝘭𝘴 𝘢𝘶𝘵𝘰𝘮á𝘵𝘪𝘤𝘰𝘴. 

No ensino médio fiz até aqueles algoritmos para calcular minha média e saber se ficaria de recuperação. 👀


𝗝𝗼𝗴𝗼𝘀: Excelente forma para gamificar o aprendizado de Programação, dos jogos que observei a maioria deste contexto foca em ensinar o básico da linguagem e lógica de programação de uma forma mais lúdica.

𝙲𝚘𝚍𝚎𝙲𝚘𝚖𝚋𝚊𝚝: (https://lnkd.in/dHfM-4dZ) É um RPG no qual você resolve desafios enquanto aprende o básico de linguagem de programação. 
𝙊𝘽𝙎: Tem em português e permite outras linguagens de programação. 

𝙲𝚘𝚍é𝚍𝚎𝚡: (https://lnkd.in/d2cxh7fW) Este jogo é uma forma didática de ensinar conceitos iniciais da linguagem Python de uma forma mais lúdica. 

Essas são algumas formas para colocar em prática os conhecimentos em Python. 

Eu particularmente gosto muito de fazer projetos pessoais e dos desafios do HackerRank.";0;0;6;1;5;0;pt;Image;public;;;39;10;;4;;;;;39;10;4;2025-03-06T21:51:37.996Z;;;2024-05-08T12:00:09.867Z;2024-05-08T12:00:09.867Z;2024-05-08T12:00:09.867Z;;1844;;https://www.linkedin.com/feed/update/urn:li:share:7193760649431203840;https://depository.authoredup.com/images/IMG_YzC9pwuQaYG2MR8KWUu1oyQxvDZNNm;;Thanael Butewicz;;;29;2;5;3;0;0;0;1527;283;19;21;67920;10.72
urn:li:share:7192948853896073216;"Não seja um 𝗠𝗮𝗹𝗮𝗯𝗮𝗿𝗶𝘀𝘁𝗮 𝗱𝗲 𝗧𝗶𝗰𝗸𝗲𝘁. 🤹‍♂️ 

Mas, o que seria um malabarista de Ticket ?

Provável que você já foi ao circo ou mesmo parado no semáforo e observou pessoas fazendo atrações como malabarismo... 

Pessoas que conseguem fazer malabares com bolas e outros objetos. 
Acho uma habilidade incrível, confesso que não consigo fazer nem com 2 limões... Se jogar o terceiro me embanano e cai tudo 😂 

Fazendo uma analogia às equipes que realizam entregas de tickets o malabarista de Ticket é a pessoa que está atuando em diversas demandas ao mesmo tempo sem finalizar nenhuma.


Qual o problema de trabalhar em inúmeras demandas ao mesmo tempo ?

Pessoalmente acho muito difícil e desgastante conseguir dividir sua atenção entre diversas demandas ao mesmo tempo, principalmente se forem de escopos diferentes.

Pensa você precisar todo momento trocar de escopo e conseguir focar em outra atividade.... Parece cansativo ? É bem cansativo mesmo. 

Confesso que já fui essa pessoa fazendo malabares com os tickets. Se faria isso novamente ? Não gostaria... mas tudo depende da necessidade. 


Deixo aqui uma recomendação de Livro muito bom sobre o tema, principalmente sobre dividir a atenção ou focar em uma única coisa. 

Livro: 𝗘𝘀𝘀𝗲𝗻𝗰𝗶𝗮𝗹𝗶𝘀𝗺𝗼: 𝗔 𝗱𝗶𝘀𝗰𝗶𝗽𝗹𝗶𝗻𝗮𝗱𝗮 𝗯𝘂𝘀𝗰𝗮 𝗽𝗼𝗿 𝗺𝗲𝗻𝗼𝘀";0;0;0;0;0;0;pt;Text;public;;;28;7;;0;;;;;28;7;0;2025-03-06T21:51:28.659Z;;;2024-05-07T12:00:06.538Z;2024-05-07T12:00:06.538Z;2024-05-07T12:00:06.538Z;;5437;;https://www.linkedin.com/feed/update/urn:li:share:7192948853896073216;;;Thanael Butewicz;;;26;2;0;0;0;0;0;990;209;12;19;50160;6.38
urn:li:share:7192992726718570496;"Aprender SQL não precisa ser chato. 

Descubra 3 maneiras interessantes de praticar SQL

Muitas pessoas tem dificuldade para aprender SQL, muitas vezes por não praticarem e ficarem somente na teoria. 

Eis algumas formas de deixar seu aprendizado mais dinâmico e de fato praticar SQL.

- 𝗖𝗵𝗮𝘁𝗚𝗣𝗧:  Você pode usar o ChatGPT para que ele lhe faça perguntas, assim você pode validar seus conhecimentos. 

A Isadora Xavier fez um conteúdo incrível sobre isso em https://lnkd.in/dA_WP9yc 

- 𝗗𝗲𝘀𝗮𝗳𝗶𝗼𝘀: Existem algumas plataformas para você colocar em prática seus conhecimentos enquanto resolve desafios.

𝙷𝚊𝚌𝚔𝚎𝚛𝚁𝚊𝚗𝚔: (https://lnkd.in/dJheQVrV) 
𝙳𝚊𝚝𝚊𝙻𝚎𝚖𝚞𝚛: (https://datalemur.com/) 


- 𝗝𝗼𝗴𝗼𝘀: Existem jogos para gamificar o aprendizado de SQL, é uma ótima forma de aprender enquanto se diverte, segue abaixo alguns jogos.

𝚂𝚀𝙻𝙿𝙳: (https://sqlpd.com/) Este é um jogo onde você atua como investigador e auxilia a resolver crimes encontrado as informações com SQL.

𝚂𝚀𝙻 𝙸𝚜𝚕𝚊𝚗𝚍: (https://lnkd.in/dpnJEBkV) Neste jogo você precisa encontrar informações sobre os sobreviventes de uma ilha. Joguei ele recentemente e achei muito bom, além de ter em Português.


Essas são algumas formas para você não ficar só na teoria e colocar em prática os estudos sobre SQL.";0;1;5;1;4;0;pt;Image;public;;;1119;65;;75;;;;;1119;65;75;2025-03-06T21:51:44.946Z;;;2024-05-06T12:00:19.230Z;2024-05-06T12:00:19.230Z;2024-05-06T12:00:19.230Z;;112381;;https://www.linkedin.com/feed/update/urn:li:share:7192992726718570496;https://depository.authoredup.com/images/IMG_AmkVhawjhTqS6AdEhjEbtenPjK6Ckw;;Thanael Butewicz;;;926;68;18;88;15;4;0;1026;195;13;14;46800;10.32
urn:li:share:7191906683818819584;"Qual a melhor abordagem para fazer um Code Review ?

𝗗𝗲𝘀𝗰𝗼𝗻𝗳𝗶𝗮𝗻𝗱𝗼... Pois o código pode ser 𝗺𝗮𝗹𝗶𝗰𝗶𝗼𝘀𝗼...

OBS: Software - Código malicioso (Malware) é um termo DEV... 😅";0;0;0;0;0;0;pt;Image;public;;;103;14;;0;;;;;103;14;0;2025-03-06T21:51:40.287Z;;;2024-05-03T12:00:09.641Z;2024-05-03T12:00:09.641Z;2024-05-03T12:00:09.641Z;;18066;;https://www.linkedin.com/feed/update/urn:li:share:7191906683818819584;https://depository.authoredup.com/images/IMG_nZUjTPgek4d3EzjwJMi5Eznb9afHq1;;Thanael Butewicz;;;52;1;0;0;50;0;0;122;27;3;5;6480;2.55
urn:li:share:7191593153882210304;"𝗦𝗲𝗿 𝗿𝗮𝗰𝗶𝗼𝗻𝗮𝗹 𝗱𝗲𝗺𝗮𝗶𝘀 𝗽𝗼𝗱𝗲 𝘀𝗲𝗿 𝘂𝗺 𝗽𝗿𝗼𝗯𝗹𝗲𝗺𝗮 ?

Ao trabalharmos com dados desenvolvemos e aplicamos muito o pensamento racional, procurando sempre tomar decisões racionais e baseadas nos dados.

Por conta disso é comum levarmos essa forma de pensar para fora do trabalho e isso se não equilibrado pode sim se tornar um problema!

Por exemplo, na compra de um carro...
Mesmo que sua emoção diga para comprar aquele 𝗙𝗨𝗦𝗖𝗔 𝗔𝗭𝗨𝗟 🚘 (𝘚ó 𝘱𝘢𝘳𝘢 𝘷𝘦𝘳 𝘵𝘰𝘥𝘰 𝘮𝘶𝘯𝘥𝘰 𝘴𝘦 𝘣𝘢𝘵𝘦𝘯𝘥𝘰 𝘲𝘶𝘢𝘯𝘥𝘰 𝘷𝘰𝘤ê 𝘱𝘢𝘴𝘴𝘢𝘳)... Seu lado racional vai analisar os prós e contras para justificar essa decisão e possivelmente tu não comprará o fusca 😥

Então não é para comprar o FUSCA AZUL ?

𝗥𝗲𝘀𝗽𝗼𝘀𝘁𝗮: Compra o que tu quiser 😂 

Só lembre-se que nem tudo na vida se resume a tomar as decisões mais racionais possíveis.

Basta encontrar o equilíbrio e com isso vai saber quando é a hora de ser decisão racional é quando é hora de deixar a emoção tomar conta.


Posso ter criado esse post só para justificar ter pago caro num joguinho de computador ? 𝗧𝗮𝗹𝘃𝗲𝘇 …";0;0;0;0;0;0;pt;Text;public;;;25;14;;0;;;;;25;14;0;2025-03-06T21:51:40.317Z;;;2024-05-02T12:30:07.891Z;2024-05-02T12:30:07.891Z;2024-05-02T12:30:07.891Z;;2854;;https://www.linkedin.com/feed/update/urn:li:share:7191593153882210304;;;Thanael Butewicz;;;16;8;1;0;0;0;0;773;180;10;12;43200;6.3
urn:li:share:7191228424034693120;"Conhece o termo 𝗗𝗮𝘁𝗮 𝗦𝘄𝗮𝗺𝗽 (Pântano de Dados)?

Não espere ficar “𝘈𝘵𝘰𝘭𝘢𝘥𝘰” para descobrir o que é um Data Swamp…
𝗢𝗕𝗦: 𝘈 𝘱𝘢𝘭𝘢𝘷𝘳𝘢 𝘈𝘵𝘰𝘭𝘢𝘥𝘰 𝘧𝘰𝘪 𝘶𝘮𝘢 𝘵𝘦𝘯𝘵𝘢𝘵𝘪𝘷𝘢 𝘥𝘦 𝘱𝘪𝘢𝘥𝘢 𝘤𝘰𝘮 𝘰 𝘵𝘦𝘳𝘮𝘰 “𝘗â𝘯𝘵𝘢𝘯𝘰 𝘥𝘦 𝘥𝘢𝘥𝘰𝘴” 😢

Deixando as piadas para depois vamos conhecer o que é Data Swamp.

Data Swamp é o termo usado para falar sobre ambientes de armazenamento de dados desorganizados, ou seja, o Data Swamp é um Data Lake precário e difícil de gerenciar. 

Por isso o nome 𝗦𝘄𝗮𝗺𝗽 (Pântano) contrariando a ideia do Data Lake (Lago) onde os dados estão devidamente organizados.

𝗠𝗮𝘀 𝗰𝗼𝗺𝗼 𝘀𝘂𝗿𝗴𝗲 𝘂𝗺 𝗗𝗮𝘁𝗮 𝗦𝘄𝗮𝗺𝗽 ? 
Existem algumas características que podem transformar seu Data Lake em um Data Swamp:

- 𝗗𝗮𝗱𝗼𝘀 “𝗦𝘂𝗷𝗼𝘀”: ETLs com problemas constantes gerando dados duplicados, incorretos, quebrados e etc. 

- 𝗗𝗼𝗰𝘂𝗺𝗲𝗻𝘁𝗮çã𝗼 ? 𝗡𝘂𝗻𝗰𝗮 𝗻𝗲𝗺 𝘃𝗶: Dados sem documentação, não deixando claro os processos que utilizam os dados, origens, relatórios nem nada. (Se não documentado essas informações ficam apenas na cabeça das pessoas)

Lembrando que também existem outras características. 

Mesmo não sendo um termo tão conhecido, acredito que muitos aqui já tiveram a experiência de trabalhar com dados onde a qualidade deixou a desejar. 

Já ouviu a frase: 
""Software é o que você Xinga e Hardware é o que você chuta ?"" 

Agora você conhece o termo dos ambientes de dados que você xinga 😂";0;0;0;0;0;0;pt;Image;public;;;470;16;;16;;;;;470;16;16;2025-03-06T21:51:40.221Z;;;2024-05-01T13:00:06.327Z;2024-05-01T13:00:06.327Z;2024-05-01T13:00:06.327Z;;32485;;https://www.linkedin.com/feed/update/urn:li:share:7191228424034693120;https://depository.authoredup.com/images/IMG_Lt4xByNwzq364DA3UQ2sQev1fMJM4b;;Thanael Butewicz;;;282;9;0;1;178;0;0;1023;234;15;17;56160;6.04
urn:li:share:7190871095577632768;"Primeira vez participando do #DataGlowUp

O tema dessa edição é sobre a ""terrível guerra que esta acontecendo entre UK e RU.""

Desta vez resolvi pensar fora da caixa na hora de utilizar os dados para contar uma história. 

Portanto, meu projeto foi voltado para como uma Empresa da Arábia Saudita poderia visualizar nesta terrível guerra uma oportunidade de expansão de mercado para adentrar suas operações na Europa. 

Convido todos que ficaram curiosos com essa narrativa para conhecer o projeto através do GitHub em https://lnkd.in/dxEE4RPq

Realizei as análises em Python e mantive o foco exclusivamente na Narrativa, sendo assim não existem gráficos, mas sim uma história deverás interessante. 

Imagem chamativa feita no Canvas para não ficar em branco haha

Data Glow Up #33";1;0;1;0;1;1;pt;Image;public;;;33;12;;1;;;;;33;12;1;2025-03-06T21:51:41.911Z;;;2024-04-30T12:00:07.674Z;2024-04-30T12:00:07.674Z;2024-04-30T12:00:07.674Z;;3496;;https://www.linkedin.com/feed/update/urn:li:share:7190871095577632768;https://depository.authoredup.com/images/IMG_sC6E48hJnTN7cESxSViD4NvQQk5r58;;Thanael Butewicz;;;16;7;7;3;0;0;0;627;135;8;8;32400;8.88
urn:li:share:7190455131824414720;"Já se perguntou porque o cliente sempre quer exportar para o Excel ? 

Imaginemos a seguinte situação, dessa vez você será o cliente e ao solicitar um dashboard você receberá os gráficos com valores mágicos. 

Você confiaria 100% nos valores mostrados sem conhecer a lógica que a pessoa criou para chegar nesses valores ?
𝗠𝘂𝗶𝘁𝗮𝘀 𝘃𝗲𝘇𝗲𝘀 𝗮 𝗿𝗲𝘀𝗽𝗼𝘀𝘁𝗮 𝗽𝗮𝗿𝗮 𝗲𝘀𝘀𝗮 𝗽𝗲𝗿𝗴𝘂𝗻𝘁𝗮 𝘀𝗲𝗿á 𝘂𝗺 𝗻ã𝗼…

O ato de exportar para o Excel é uma maneira do cliente “investigar” os dados e tentar entender a lógica que você utilizou para chegar nos valores. 
É 𝘂𝗺𝗮 𝗺𝗮𝗻𝗲𝗶𝗿𝗮 𝗾𝘂𝗲 𝗲𝗹𝗲 𝘂𝘀𝗮 𝗽𝗮𝗿𝗮 𝗽𝗼𝗱𝗲𝗿 𝗰𝗼𝗻𝗳𝗶𝗮𝗿 𝗻𝗼𝘀 𝗱𝗮𝗱𝗼𝘀.


Mas como aumentar a confiança do cliente no dashboard?

Existem várias abordagens que você enquanto analista pode utilizar para aumentar a confiança do cliente nas análises realizadas. 

Uma que eu particularmente gosto é realizar uma breve apresentação dos dados e da lógica usada para confeccionar as análises.

Essa breve explicação faz com que o Cliente não fique “cego” em relação as informações apresentadas e com isso ele consiga entender melhor como elas surgiram. (É algo simples mas que pode fazer a diferença)


Mesmo que seu dashboard tenha Neon... 
Se a pessoa que vai utiliza-lo não confiar nas informações apresentadas seu trabalho poderá ter sido em vão.";0;0;0;0;0;0;pt;Image;public;;;91;10;;0;;;;;91;10;0;2025-03-06T21:51:40.343Z;;;2024-04-29T12:00:09.918Z;2024-04-29T12:00:09.918Z;2024-04-29T12:00:09.918Z;;2472;;https://www.linkedin.com/feed/update/urn:li:share:7190455131824414720;https://depository.authoredup.com/images/IMG_tGAHY4obvq2phTXTwjP7JcPXa8nSse;;Thanael Butewicz;;;54;9;6;1;20;1;0;971;223;12;13;53520;7.66
urn:li:share:7189415224700002304;"Sabe qual é a melhor forma de manipular os dados ?


Com 𝗰𝗮𝗿𝗶𝗻𝗵𝗼… porque podem ser dados 𝘀𝗲𝗻𝘀í𝘃𝗲𝗶𝘀…";0;0;0;0;0;0;pt;Image;public;;;2489;77;;47;;;;;2489;77;47;2025-03-06T21:51:40.293Z;;;2024-04-26T12:00:09.467Z;2024-04-26T12:00:09.467Z;2024-04-26T12:00:09.467Z;;216189;;https://www.linkedin.com/feed/update/urn:li:share:7189415224700002304;https://depository.authoredup.com/images/IMG_uBVyLZTim76hNvEd9APj8sx85fJ1Ms;;Thanael Butewicz;;;790;13;12;62;1606;6;0;75;17;2;2;4080;3.6
urn:li:share:7189204440522899457;"Você sabia que “SQL” também é usado em Marketing? 

Mas calma que lá ""SQL"" é outra coisa!

Trabalhando com dados você vai ter contato com as mais diferentes áreas e escopo de dados. E nesse contato possivelmente vai encontrar a mesma sigla com diferentes significados, como a sigla SQL.


E não! 𝗦𝗤𝗟 não significa 𝗦𝗲𝗾𝘂𝗲𝗹𝗮𝗱𝗼 ou 𝗦olução 𝗤uase 𝗟ógica 😅 


- Na área de dados, SQL (Structured Query Language) é a linguagem que utilizamos para interagir com um banco de dados relacional. 

- 𝗔𝗴𝗼𝗿𝗮 𝗻𝗼 𝗠𝗮𝗿𝗸𝗲𝘁𝗶𝗻𝗴, SQL significa ""Sales Qualified Lead"" são os Leads que estão qualificados para a venda, são leads que já demostraram interesse no que você oferece e estão prontos para ser abordado pelo time de vendas.


Já encontrou diferentes significados para a mesma sigla?


#dados #marketing #sql";0;0;0;0;0;3;pt;Image;public;;;114;15;;3;;;;;114;15;3;2025-03-06T21:51:40.257Z;;;2024-04-25T12:00:00.560Z;2024-04-25T12:00:00.560Z;2024-04-25T12:00:00.560Z;;12791;;https://www.linkedin.com/feed/update/urn:li:share:7189204440522899457;https://depository.authoredup.com/images/IMG_sCMh1ZGGjqMHUvyc42yqabfsKDgvAg;;Thanael Butewicz;;;91;9;1;8;5;0;0;602;136;8;10;32640;6.22
urn:li:share:7188690732566659072;"𝗪𝗛𝗘𝗥𝗘 𝟭=𝟭 

Faz sentido ou é coisa de doido? 


Trabalhando com consultas no SQL é muito comum se depararmos com 𝟭=𝟭 como primeira condição do WHERE. 

Se você é iniciante em SQL provavelmente deve ter ficado muito confuso quando encontrou isso em uma consulta. Eu pelo menos quando estava aprendendo SQL achei confuso... 
(""𝘜é 𝘴𝘦𝘳á 𝘴𝘦𝘮𝘱𝘳𝘦 𝘛𝘳𝘶𝘦... 𝘯ã𝘰 𝘧𝘢𝘻 𝘴𝘦𝘯𝘵𝘪𝘥𝘰..."")

Como dito, 1 sempre será igual a 1, ou seja, essa condição será sempre TRUE e não irá interferir no resultado da sua consulta. 

Mas se não vai mudar em nada, qual o sentido de utilizá-la ? 

Um dos motivos para utilizar esse 1=1 é para tornar o código mais limpo, criando uma ordem para os filtros que é facilmente visível. Portanto, é simples identificar os filtros utilizados, pois os mesmos sempre estarão após um AND ou OR.

Além de melhorar a clareza do código, existe outro ponto que é para facilitar a criação de SQL dinâmicos. Como assim SQL dinâmicos? 

É comum ao trabalhar com SQL através de programação, passarmos filtros dinâmicos baseados em variáveis.

O ponto de atenção aqui é que o primeiro filtro não seguirá a lógica dos demais, ou seja, não possuirá AND ou OR antes de sua definição...

Para evitar criar uma tratativa para isso usamos o WHERE 1=1, pois ao utilizá-lo saberemos que os próximos filtros precisarão aparecer após um AND ou OR, portanto, facilita para criarmos eles automaticamente, seguindo sempre a mesma lógica.


Já conhecia esse termo 𝗪𝗛𝗘𝗥𝗘 𝟭=𝟭 ?";0;0;0;0;0;0;pt;Image;public;;;59;10;;0;;;;;59;10;0;2025-03-06T21:51:40.228Z;;;2024-04-24T12:00:23.073Z;2024-04-24T12:00:23.073Z;2024-04-24T12:00:23.073Z;;1931;;https://www.linkedin.com/feed/update/urn:li:share:7188690732566659072;https://depository.authoredup.com/images/IMG_WS5jedTCC3Cj3NCtLuaNWrcZUyjyRn;;Thanael Butewicz;;;40;2;3;0;14;0;0;1089;270;13;17;64800;5.51
